,location,total_sqft,bath,price,bhk,price_per_feet
1217,Bhoganhalli,1703.0,3.0,120.0,3.0,7046.388725778039
1218,Billekahalli,1935.0,3.0,110.0,3.0,5684.754521963824
1219,Billekahalli,1125.0,2.0,62.0,2.0,5511.111111111111
1220,Billekahalli,1650.0,3.0,88.0,3.0,5333.333333333333
1221,Billekahalli,1090.0,2.0,52.0,2.0,4770.642201834862
1222,Billekahalli,1112.0,2.0,62.0,2.0,5575.5395683453235
1223,Billekahalli,2400.0,3.0,150.0,3.0,6250.0
1224,Billekahalli,2968.0,3.0,225.0,3.0,7580.8625336927225
1225,Billekahalli,950.0,2.0,58.11,2.0,6116.8421052631575
1226,Billekahalli,1360.0,2.0,110.0,2.0,8088.235294117647
1227,Billekahalli,1125.0,2.0,65.0,2.0,5777.777777777777
1228,Billekahalli,950.0,2.0,56.0,2.0,5894.736842105263
1229,Billekahalli,1290.0,3.0,62.0,3.0,4806.201550387597
1230,Billekahalli,1805.0,3.0,134.0,3.0,7423.822714681441
1231,Binny Pete,1755.0,3.0,122.0,3.0,6951.5669515669515
1232,Binny Pete,665.0,1.0,50.75,1.0,7631.578947368421
1233,Binny Pete,2465.0,5.0,234.0,3.0,9492.90060851927
1234,Binny Pete,660.0,1.0,54.0,1.0,8181.818181818182
1235,Binny Pete,660.0,1.0,62.0,1.0,9393.939393939394
1236,Binny Pete,1365.0,2.0,122.0,2.0,8937.728937728938
1237,Binny Pete,2940.0,6.0,280.0,4.0,9523.809523809523
1238,Binny Pete,1795.0,3.0,139.0,3.0,7743.732590529248
1239,Binny Pete,1740.0,3.0,150.0,3.0,8620.689655172413
1240,Binny Pete,1970.0,3.0,164.0,3.0,8324.873096446701
1241,Binny Pete,1516.0,3.0,147.0,3.0,9696.569920844327
1242,Bisuvanahalli,1180.0,3.0,48.0,3.0,4067.7966101694915
1243,Bisuvanahalli,1075.0,2.0,35.0,3.0,3255.813953488372
1244,Bisuvanahalli,1075.0,2.0,46.0,3.0,4279.069767441861
1245,Bisuvanahalli,1075.0,2.0,36.0,3.0,3348.8372093023254
1246,Bisuvanahalli,1075.0,2.0,37.0,3.0,3441.860465116279
1247,Bisuvanahalli,1075.0,2.0,45.0,3.0,4186.046511627907
1248,Bisuvanahalli,1075.0,3.0,36.0,3.0,3348.8372093023254
1249,Bisuvanahalli,845.0,2.0,33.0,2.0,3905.3254437869823
1250,Bisuvanahalli,1075.0,2.0,45.0,3.0,4186.046511627907
1251,Bisuvanahalli,845.0,2.0,37.0,2.0,4378.698224852071
1252,Bisuvanahalli,1075.0,2.0,35.99,3.0,3347.906976744186
1253,Bisuvanahalli,1075.0,2.0,36.0,3.0,3348.8372093023254
1254,Bisuvanahalli,845.0,2.0,29.0,2.0,3431.9526627218934
1255,Bisuvanahalli,1075.0,2.0,47.0,3.0,4372.093023255814
1256,Bisuvanahalli,850.0,1.0,32.0,2.0,3764.705882352941
1257,Bisuvanahalli,1075.0,2.0,50.0,3.0,4651.162790697675
1258,Bisuvanahalli,1075.0,2.0,52.0,3.0,4837.209302325581
1259,Bisuvanahalli,1180.0,2.0,46.0,3.0,3898.3050847457625
1260,Bisuvanahalli,1075.0,2.0,42.0,3.0,3906.9767441860463
1261,Bisuvanahalli,845.0,2.0,37.0,2.0,4378.698224852071
1262,Bisuvanahalli,1075.0,2.0,43.0,3.0,4000.0
1263,Bisuvanahalli,700.0,1.0,32.0,2.0,4571.428571428572
1264,Bisuvanahalli,1075.0,2.0,52.0,3.0,4837.209302325581
1265,Bisuvanahalli,1075.0,2.0,50.0,3.0,4651.162790697675
1266,Bisuvanahalli,1075.0,2.0,41.0,3.0,3813.953488372093
1267,Bisuvanahalli,845.0,2.0,33.0,2.0,3905.3254437869823
1268,Bisuvanahalli,945.0,2.0,33.0,2.0,3492.063492063492
1269,Bisuvanahalli,845.0,2.0,30.0,2.0,3550.2958579881656
1270,Bisuvanahalli,1200.0,2.0,41.0,3.0,3416.6666666666665
1271,Bisuvanahalli,1180.0,2.0,45.0,3.0,3813.5593220338983
1272,Bisuvanahalli,1075.0,2.0,43.0,3.0,4000.0
1273,Bisuvanahalli,1080.0,2.0,45.0,3.0,4166.666666666667
1274,Bisuvanahalli,1180.0,2.0,55.5,3.0,4703.389830508475
1275,Bisuvanahalli,1075.0,2.0,47.0,3.0,4372.093023255814
1276,Bisuvanahalli,1075.0,2.0,48.0,3.0,4465.116279069767
1277,Bisuvanahalli,1075.0,2.0,37.0,3.0,3441.860465116279
1278,Bisuvanahalli,1075.0,2.0,45.0,3.0,4186.046511627907
1279,Bisuvanahalli,1075.0,2.0,44.0,3.0,4093.0232558139537
1280,Bisuvanahalli,850.0,2.0,27.0,2.0,3176.470588235294
1281,Bisuvanahalli,1075.0,2.0,42.0,3.0,3906.9767441860463
1282,Bisuvanahalli,845.0,2.0,32.0,2.0,3786.98224852071
1283,Bisuvanahalli,1075.0,2.0,41.49,3.0,3859.5348837209303
1284,Bisuvanahalli,845.0,2.0,34.0,2.0,4023.6686390532545
1285,Bommanahalli,3000.0,8.0,140.0,8.0,4666.666666666667
1286,Bommanahalli,520.0,1.0,19.5,1.0,3750.0
1287,Bommanahalli,515.0,1.0,25.0,1.0,4854.368932038835
1288,Bommanahalli,1090.0,3.0,44.0,2.0,4036.697247706422
1289,Bommanahalli,1250.0,2.0,42.5,3.0,3400.0
1290,Bommanahalli,1375.0,3.0,59.0,3.0,4290.909090909091
1291,Bommanahalli,1250.0,3.0,55.0,3.0,4400.0
1292,Bommanahalli,1850.0,3.0,90.0,3.0,4864.864864864865
1293,Bommanahalli,910.0,2.0,45.0,2.0,4945.054945054945
1294,Bommanahalli,1050.0,2.0,46.0,2.0,4380.952380952381
1295,Bommanahalli,1100.0,1.0,55.0,2.0,5000.0
1296,Bommanahalli,1300.0,3.0,45.0,3.0,3461.5384615384614
1297,Bommanahalli,2100.0,4.0,85.0,4.0,4047.6190476190477
1298,Bommanahalli,1307.0,2.0,50.0,2.0,3825.554705432288
1299,Bommanahalli,1091.0,2.0,40.0,2.0,3666.3611365719526
1300,Bommanahalli,1160.0,2.0,53.0,2.0,4568.9655172413795
1301,Bommanahalli,1050.0,2.0,54.0,2.0,5142.857142857143
1302,Bommasandra,1260.0,3.0,49.36,3.0,3917.4603174603176
1303,Bommasandra,1200.0,3.0,46.0,3.0,3833.3333333333335
1304,Bommasandra,1035.0,2.0,41.0,2.0,3961.352657004831
1305,Bommasandra,1035.0,2.0,41.73,2.0,4031.884057971014
1306,Bommasandra,1034.0,2.0,40.0,2.0,3868.4719535783365
1307,Bommasandra,877.0,2.0,30.0,2.0,3420.752565564424
1308,Bommasandra,920.0,2.0,37.46,2.0,4071.7391304347825
1309,Bommasandra,1035.0,2.0,41.43,2.0,4002.8985507246375
1310,Bommasandra,1295.0,2.0,50.28,3.0,3882.6254826254826
1311,Bommasandra,1478.0,2.0,44.0,3.0,2976.9959404600813
1312,Bommasandra,1015.0,2.0,40.0,2.0,3940.886699507389
1313,Bommasandra,1000.0,2.0,35.0,2.0,3500.0
1314,Bommasandra,955.0,2.0,35.28,2.0,3694.240837696335
1315,Bommasandra,1005.0,2.0,39.77,2.0,3957.213930348259
1316,Bommasandra,1014.0,2.0,35.0,2.0,3451.6765285996057
1317,Bommasandra,1020.0,2.0,40.89,2.0,4008.823529411765
1318,Bommasandra,920.0,2.0,37.2,2.0,4043.478260869566
1319,Bommasandra,800.0,1.0,32.0,2.0,4000.0
1320,Bommasandra,1280.0,3.0,50.0,3.0,3906.25
1321,Bommasandra,1942.0,3.0,90.0,3.0,4634.3975283213185
1322,Bommasandra,1127.0,2.0,45.0,2.0,3992.9015084294588
1323,Bommasandra,1400.0,2.0,45.0,3.0,3214.285714285714
1324,Bommasandra,877.0,2.0,29.0,2.0,3306.72748004561
1325,Bommasandra,1365.0,3.0,52.81,3.0,3868.864468864469
1326,Bommasandra,842.0,2.0,30.0,2.0,3562.9453681710215
1327,Bommasandra,1260.0,3.0,49.36,3.0,3917.4603174603176
1328,Bommasandra,1365.0,3.0,52.82,3.0,3869.5970695970695
1329,Bommasandra,955.0,2.0,37.97,2.0,3975.916230366492
1330,Bommasandra,1089.0,2.0,40.0,2.0,3673.094582185491
1331,Bommasandra,1365.0,3.0,53.96,3.0,3953.1135531135533
1332,Bommasandra Industrial Area,1090.0,2.0,31.48,2.0,2888.0733944954127
1333,Bommasandra Industrial Area,1320.0,2.0,38.12,3.0,2887.8787878787875
1334,Bommasandra Industrial Area,1400.0,2.0,40.44,3.0,2888.5714285714284
1335,Bommasandra Industrial Area,1320.0,2.0,38.13,3.0,2888.636363636364
1336,Bommasandra Industrial Area,1220.0,2.0,35.23,3.0,2887.7049180327863
1337,Bommasandra Industrial Area,1020.0,2.0,29.45,2.0,2887.2549019607845
1338,Bommasandra Industrial Area,1165.0,2.0,33.64,2.0,2887.5536480686696
1339,Bommasandra Industrial Area,1090.0,2.0,31.48,2.0,2888.0733944954127
1340,Bommasandra Industrial Area,1310.0,2.0,37.83,3.0,2887.7862595419847
1341,Bommasandra Industrial Area,1000.0,2.0,28.88,2.0,2888.0
1342,Bommasandra Industrial Area,1020.0,2.0,29.45,2.0,2887.2549019607845
1343,Bommasandra Industrial Area,1160.0,2.0,33.51,2.0,2888.793103448276
1344,Bommasandra Industrial Area,1125.0,2.0,32.49,2.0,2888.0
1345,Bommasandra Industrial Area,1220.0,2.0,35.2,3.0,2885.2459016393445
1346,Bommasandra Industrial Area,1491.0,3.0,40.5,3.0,2716.2977867203217
1347,Bommasandra Industrial Area,1125.0,2.0,32.49,2.0,2888.0
1348,Bommasandra Industrial Area,1130.0,2.0,32.64,2.0,2888.495575221239
1349,Bommasandra Industrial Area,1065.0,2.0,30.75,2.0,2887.323943661972
1350,Bommenahalli,1200.0,3.0,125.0,3.0,10416.666666666666
1351,Bommenahalli,1632.0,3.0,145.0,4.0,8884.803921568628
1352,Bommenahalli,1670.0,3.0,135.0,4.0,8083.832335329342
1353,Bommenahalli,1680.0,3.0,135.0,4.0,8035.714285714285
1354,Bommenahalli,1632.0,3.0,128.0,4.0,7843.137254901961
1355,Bommenahalli,3339.0,3.0,250.0,3.0,7487.271638215035
1356,Bommenahalli,1355.0,3.0,135.0,4.0,9963.09963099631
1357,Bommenahalli,1232.0,3.0,96.0,3.0,7792.207792207792
1358,Bommenahalli,1632.0,3.0,140.0,4.0,8578.43137254902
1359,Brookefield,1150.0,2.0,69.0,2.0,6000.0
1360,Brookefield,1142.0,2.0,70.0,2.0,6129.5971978984235
1361,Brookefield,1440.0,2.0,68.0,3.0,4722.222222222223
1362,Brookefield,2169.0,4.0,115.0,3.0,5301.982480405717
1363,Brookefield,1595.0,3.0,88.0,3.0,5517.241379310345
1364,Brookefield,2800.0,4.0,240.0,4.0,8571.42857142857
1365,Brookefield,1476.0,3.0,105.0,3.0,7113.821138211382
1366,Brookefield,1700.0,4.0,152.0,4.0,8941.176470588236
1367,Brookefield,1262.0,2.0,75.0,2.0,5942.947702060222
1368,Brookefield,1139.0,2.0,80.0,2.0,7023.705004389815
1369,Brookefield,1125.0,2.0,70.0,2.0,6222.222222222223
1370,Brookefield,1420.0,3.0,85.0,3.0,5985.915492957746
1371,Brookefield,3532.0,3.0,170.0,4.0,4813.137032842582
1372,Brookefield,941.0,2.0,48.0,2.0,5100.956429330499
1373,Brookefield,1595.0,2.0,75.0,3.0,4702.194357366771
1374,Brookefield,1410.0,2.0,80.0,3.0,5673.758865248227
1375,Brookefield,1100.0,2.0,55.0,2.0,5000.0
1376,Brookefield,2400.0,3.0,140.0,4.0,5833.333333333333
1377,Brookefield,1225.0,2.0,66.5,2.0,5428.571428571428
1378,Brookefield,1950.0,6.0,175.0,5.0,8974.358974358975
1379,Brookefield,1080.0,2.0,50.0,2.0,4629.62962962963
1380,Brookefield,1230.0,2.0,55.0,2.0,4471.544715447155
1381,Brookefield,1200.0,2.0,75.0,2.0,6250.0
1382,Brookefield,1089.0,2.0,49.0,2.0,4499.540863177227
1383,Brookefield,1130.0,2.0,56.0,2.0,4955.7522123893805
1384,Brookefield,1270.0,2.0,95.0,2.0,7480.314960629921
1385,Brookefield,1706.0,3.0,115.0,3.0,6740.914419695194
1386,Brookefield,1389.0,2.0,94.0,2.0,6767.458603311735
1387,Brookefield,1750.0,2.0,75.0,3.0,4285.714285714285
1388,Brookefield,1225.0,2.0,72.0,2.0,5877.551020408163
1389,Brookefield,3675.0,4.0,176.0,4.0,4789.115646258503
1390,Brookefield,1746.0,3.0,115.0,3.0,6586.483390607102
1391,Brookefield,1518.0,3.0,80.0,3.0,5270.092226613966
1392,Brookefield,1560.0,3.0,149.0,4.0,9551.28205128205
1393,Brookefield,1589.0,3.0,74.0,3.0,4657.016991818754
1394,Brookefield,1382.0,2.0,84.5,2.0,6114.3270622286545
1395,Brookefield,1260.0,2.0,70.0,2.0,5555.555555555556
1396,Brookefield,1206.0,2.0,90.0,2.0,7462.686567164179
1397,Brookefield,3050.0,4.0,130.0,4.0,4262.295081967213
1398,Brookefield,1594.0,3.0,140.0,3.0,8782.936010037642
1399,Budigere,1153.0,2.0,56.4,2.0,4891.587163920208
1400,Budigere,1162.0,2.0,59.9,2.0,5154.9053356282275
1401,Budigere,1991.0,4.0,103.0,3.0,5173.279758915118
1402,Budigere,1153.0,2.0,57.0,2.0,4943.625325238509
1403,Budigere,1162.0,2.0,57.0,2.0,4905.335628227194
1404,Budigere,1139.0,2.0,62.0,2.0,5443.371378402107
1405,Budigere,1139.0,2.0,56.8,2.0,4986.830553116769
1406,Budigere,1139.0,2.0,56.85,2.0,4991.220368744513
1407,Budigere,1920.0,2.0,88.0,3.0,4583.333333333333
1408,Budigere,1991.0,4.0,100.0,3.0,5022.601707684581
1409,Budigere,664.0,1.0,35.0,1.0,5271.084337349397
1410,Budigere,1820.0,3.0,93.0,3.0,5109.89010989011
1411,Budigere,1636.0,3.0,85.0,3.0,5195.59902200489
1412,Budigere,1444.0,2.0,70.0,2.0,4847.645429362881
1413,Budigere,1991.0,4.0,88.0,3.0,4419.889502762431
1414,Budigere,1139.0,2.0,60.0,2.0,5267.778753292362
1415,Budigere,1820.0,3.0,85.5,3.0,4697.802197802198
1416,Budigere,1820.0,3.0,93.0,3.0,5109.89010989011
1417,Budigere,1820.0,3.0,85.4,3.0,4692.307692307692
1418,Budigere,1162.0,2.0,58.0,2.0,4991.394148020654
1419,Budigere,1636.0,3.0,85.0,3.0,5195.59902200489
1420,Budigere,1636.0,3.0,92.0,3.0,5623.471882640587
1421,Budigere,1087.0,2.0,54.3,2.0,4995.40018399264
1422,Budigere,1820.0,3.0,89.0,3.0,4890.10989010989
1423,Budigere,1149.0,2.0,65.0,2.0,5657.093124456049
1424,Budigere,664.0,1.0,35.4,1.0,5331.325301204819
1425,Budigere,1153.0,2.0,56.7,2.0,4917.606244579359
1426,Budigere,1820.0,3.0,85.0,3.0,4670.32967032967
1427,Budigere,1139.0,2.0,56.5,2.0,4960.491659350308
1428,Budigere,1636.0,3.0,83.0,3.0,5073.349633251833
1429,Budigere,664.0,1.0,34.0,1.0,5120.481927710844
1430,Budigere,1820.0,3.0,85.2,3.0,4681.318681318681
1431,Budigere,1162.0,2.0,58.0,2.0,4991.394148020654
1432,Budigere,1153.0,2.0,60.0,2.0,5203.816131830009
1433,Budigere,1820.0,3.0,99.0,3.0,5439.56043956044
1434,Budigere,1820.0,3.0,85.0,3.0,4670.32967032967
1435,Budigere,1820.0,3.0,95.0,3.0,5219.780219780219
1436,Budigere,1991.0,4.0,100.0,3.0,5022.601707684581
1437,Budigere,1820.0,3.0,95.5,3.0,5247.252747252747
1438,Budigere,1153.0,2.0,56.0,2.0,4856.895056374675
1439,Budigere,1153.0,2.0,56.5,2.0,4900.260190806592
1440,Budigere,1153.0,2.0,58.0,2.0,5030.3555941023415
1441,Budigere,1636.0,3.0,88.0,3.0,5378.973105134474
1442,Budigere,1153.0,2.0,56.55,2.0,4904.596704249783
1443,Budigere,1153.0,2.0,56.5,2.0,4900.260190806592
1444,Budigere,1153.0,2.0,60.0,2.0,5203.816131830009
1445,CV Raman Nagar,1550.0,3.0,65.0,3.0,4193.548387096775
1446,CV Raman Nagar,1120.0,2.0,55.0,2.0,4910.714285714285
1447,CV Raman Nagar,1070.0,2.0,55.0,2.0,5140.186915887851
1448,CV Raman Nagar,740.0,2.0,37.0,2.0,5000.0
1449,CV Raman Nagar,1028.0,2.0,49.0,2.0,4766.536964980544
1450,CV Raman Nagar,1392.0,2.0,98.0,2.0,7040.229885057472
1451,CV Raman Nagar,1070.0,2.0,47.5,2.0,4439.252336448598
1452,CV Raman Nagar,1825.0,3.0,126.0,3.0,6904.109589041096
1453,CV Raman Nagar,1025.0,2.0,50.0,2.0,4878.048780487805
1454,CV Raman Nagar,1525.0,2.0,67.0,3.0,4393.44262295082
1455,CV Raman Nagar,1198.0,2.0,60.0,2.0,5008.347245409015
1456,CV Raman Nagar,1560.0,2.0,85.0,2.0,5448.717948717948
1457,CV Raman Nagar,1590.0,2.0,85.0,3.0,5345.911949685535
1458,CV Raman Nagar,1100.0,2.0,58.0,2.0,5272.727272727273
1459,CV Raman Nagar,1051.0,2.0,61.0,2.0,5803.996194100856
1460,CV Raman Nagar,1435.0,2.0,60.0,3.0,4181.184668989547
1461,CV Raman Nagar,1020.0,2.0,55.0,2.0,5392.156862745098
1462,CV Raman Nagar,1285.0,2.0,65.0,2.0,5058.365758754864
1463,CV Raman Nagar,1040.0,2.0,50.0,2.0,4807.692307692308
1464,CV Raman Nagar,1392.0,2.0,95.0,2.0,6824.712643678161
1465,CV Raman Nagar,705.0,2.0,50.0,1.0,7092.198581560284
1466,CV Raman Nagar,1125.0,2.0,46.0,2.0,4088.8888888888887
1467,CV Raman Nagar,1400.0,2.0,78.0,3.0,5571.428571428572
1468,CV Raman Nagar,1400.0,2.0,78.0,3.0,5571.428571428572
1469,CV Raman Nagar,907.0,2.0,38.0,2.0,4189.636163175303
1470,CV Raman Nagar,1480.0,3.0,65.0,3.0,4391.891891891892
1471,CV Raman Nagar,1310.0,2.0,62.0,2.0,4732.824427480916
1472,Chamrajpet,1475.0,2.0,120.0,3.0,8135.593220338983
1473,Chamrajpet,1900.0,2.0,170.0,4.0,8947.368421052632
1474,Chamrajpet,1350.0,2.0,180.0,2.0,13333.333333333334
1475,Chamrajpet,1050.0,2.0,162.0,2.0,15428.57142857143
1476,Chamrajpet,1660.4,4.0,211.0,4.0,12707.781257528306
1477,Chamrajpet,505.0,1.0,85.0,1.0,16831.68316831683
1478,Chamrajpet,1565.0,3.0,98.91,3.0,6320.127795527156
1479,Chamrajpet,730.0,1.0,52.0,2.0,7123.287671232877
1480,Chamrajpet,650.0,1.0,40.0,2.0,6153.846153846154
1481,Chamrajpet,650.0,2.0,45.0,2.0,6923.076923076923
1482,Chamrajpet,1650.0,3.0,115.0,3.0,6969.69696969697
1483,Chandapura,650.0,1.0,17.0,2.0,2615.3846153846152
1484,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1485,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1486,Chandapura,800.0,1.0,20.0,2.0,2500.0
1487,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
1488,Chandapura,530.0,1.0,11.66,1.0,2200.0
1489,Chandapura,1208.0,3.0,45.0,3.0,3725.1655629139073
1490,Chandapura,1190.0,2.0,30.35,3.0,2550.4201680672268
1491,Chandapura,1200.0,2.0,32.0,2.0,2666.6666666666665
1492,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049
1493,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
1494,Chandapura,1305.0,3.0,33.28,3.0,2550.191570881226
1495,Chandapura,1065.0,2.0,33.0,3.0,3098.5915492957747
1496,Chandapura,850.0,1.0,18.5,2.0,2176.470588235294
1497,Chandapura,1201.0,2.0,27.0,2.0,2248.1265611990007
1498,Chandapura,850.0,2.0,25.4,2.0,2988.235294117647
1499,Chandapura,590.0,1.0,13.57,1.0,2300.0
1500,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1501,Chandapura,630.0,1.0,13.86,1.0,2200.0
1502,Chandapura,1185.0,2.0,30.22,3.0,2550.2109704641352
1503,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
1504,Chandapura,1107.0,2.0,43.0,3.0,3884.3721770551037
1505,Chandapura,520.0,1.0,14.04,1.0,2700.0
1506,Chandapura,1200.0,1.0,36.0,2.0,3000.0
1507,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359
1508,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1509,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599
1510,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1511,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359
1512,Chandapura,700.0,1.0,19.0,2.0,2714.285714285714
1513,Chandapura,1190.0,2.0,30.35,3.0,2550.4201680672268
1514,Chandapura,1095.0,2.0,32.0,3.0,2922.3744292237443
1515,Chandapura,1208.51,3.0,42.0,3.0,3475.3539482503247
1516,Chandapura,876.0,2.0,29.5,2.0,3367.5799086757993
1517,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1518,Chandapura,1505.0,2.0,42.0,3.0,2790.6976744186045
1519,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1520,Chandapura,937.0,2.0,30.0,2.0,3201.7075773745996
1521,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049
1522,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359
1523,Chandapura,800.0,2.0,25.0,2.0,3125.0
1524,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1525,Chandapura,1230.0,2.0,31.37,3.0,2550.4065040650407
1526,Chandapura,950.0,2.0,25.65,2.0,2700.0
1527,Chandapura,1200.0,2.0,36.0,2.0,3000.0
1528,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1529,Chandapura,922.0,2.0,36.0,2.0,3904.5553145336225
1530,Chandapura,1110.0,2.0,29.97,3.0,2700.0
1531,Chandapura,674.0,1.0,19.9,2.0,2952.522255192878
1532,Chandapura,1225.0,3.0,33.08,3.0,2700.408163265306
1533,Chandapura,1305.0,3.0,33.28,3.0,2550.191570881226
1534,Chandapura,1230.0,2.0,31.37,3.0,2550.4065040650407
1535,Chandapura,1110.0,2.0,29.97,3.0,2700.0
1536,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599
1537,Chandapura,750.0,1.0,18.5,2.0,2466.6666666666665
1538,Chandapura,1025.0,2.0,27.68,2.0,2700.487804878049
1539,Chandapura,1190.0,2.0,30.35,3.0,2550.4201680672268
1540,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
1541,Chandapura,1345.0,2.0,39.5,3.0,2936.8029739776953
1542,Chandapura,1033.0,2.0,30.47,3.0,2949.6611810261375
1543,Chandapura,971.0,2.0,38.0,3.0,3913.491246138002
1544,Chandapura,1015.0,2.0,25.88,2.0,2549.753694581281
1545,Chandapura,800.0,1.0,30.0,2.0,3750.0
1546,Chandapura,1185.0,2.0,30.22,3.0,2550.2109704641352
1547,Chandapura,900.0,2.0,35.0,2.0,3888.8888888888887
1548,Chandapura,975.0,2.0,24.86,2.0,2549.74358974359
1549,Chandapura,520.0,1.0,14.04,1.0,2700.0
1550,Chandapura,1230.0,2.0,31.37,3.0,2550.4065040650407
1551,Chandapura,1305.0,3.0,33.28,3.0,2550.191570881226
1552,Chandapura,1323.0,2.0,42.0,3.0,3174.6031746031745
1553,Chandapura,410.0,1.0,10.0,1.0,2439.0243902439024
1554,Chandapura,985.0,2.0,25.12,2.0,2550.253807106599
1555,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1556,Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
1557,Chandapura,1200.0,2.0,36.0,2.0,3000.0
1558,Chandapura,740.0,1.0,22.0,2.0,2972.972972972973
1559,Chandapura,876.0,2.0,28.47,2.0,3250.0
1560,Chandapura,1095.0,2.0,28.0,3.0,2557.077625570776
1561,Chandapura,520.0,1.0,14.04,1.0,2700.0
1562,Channasandra,1340.0,2.0,48.33,3.0,3606.716417910448
1563,Channasandra,1009.0,2.0,38.34,2.0,3799.8017839445
1564,Channasandra,1065.0,2.0,35.0,2.0,3286.3849765258215
1565,Channasandra,1470.0,2.0,90.0,3.0,6122.448979591837
1566,Channasandra,1115.0,2.0,33.45,2.0,3000.0000000000005
1567,Channasandra,1030.0,2.0,34.5,2.0,3349.5145631067962
1568,Channasandra,4200.0,6.0,180.0,6.0,4285.714285714285
1569,Channasandra,1115.0,2.0,40.0,2.0,3587.4439461883408
1570,Channasandra,1200.0,3.0,67.77,3.0,5647.5
1571,Channasandra,1104.0,2.0,35.5,2.0,3215.5797101449275
1572,Channasandra,1160.0,2.0,55.0,2.0,4741.379310344828
1573,Channasandra,1050.0,2.0,41.0,2.0,3904.7619047619046
1574,Channasandra,1065.0,2.0,40.47,2.0,3800.0
1575,Channasandra,1310.0,2.0,45.0,3.0,3435.114503816794
1576,Channasandra,1070.0,2.0,38.0,2.0,3551.4018691588785
1577,Channasandra,1050.0,2.0,35.0,2.0,3333.3333333333335
1578,Channasandra,1093.0,2.0,34.0,2.0,3110.704483074108
1579,Channasandra,808.0,2.0,40.0,2.0,4950.495049504951
1580,Channasandra,1010.0,2.0,36.0,2.0,3564.3564356435645
1581,Channasandra,1123.0,2.0,36.0,2.0,3205.699020480855
1582,Channasandra,1000.0,2.0,35.0,2.0,3500.0
1583,Channasandra,1500.0,4.0,89.45,4.0,5963.333333333333
1584,Channasandra,1330.0,2.0,51.83,3.0,3896.9924812030076
1585,Channasandra,1093.0,2.0,37.0,2.0,3385.1784080512352
1586,Channasandra,1115.0,2.0,35.8,2.0,3210.7623318385645
1587,Channasandra,1500.0,3.0,61.95,3.0,4130.0
1588,Channasandra,1800.0,3.0,60.0,3.0,3333.3333333333335
1589,Channasandra,830.0,2.0,36.28,2.0,4371.084337349397
1590,Channasandra,1200.0,3.0,67.77,3.0,5647.5
1591,Channasandra,1195.0,2.0,56.0,3.0,4686.192468619247
1592,Channasandra,1175.0,2.0,38.0,2.0,3234.0425531914893
1593,Channasandra,1200.0,2.0,46.13,2.0,3844.1666666666665
1594,Channasandra,1065.0,2.0,36.0,2.0,3380.281690140845
1595,Channasandra,1050.0,2.0,44.41,2.0,4229.523809523809
1596,Channasandra,1010.0,2.0,32.0,2.0,3168.3168316831684
1597,Chikka Tirupathi,2600.0,5.0,120.0,4.0,4615.384615384615
1598,Chikka Tirupathi,2325.0,4.0,120.0,4.0,5161.290322580645
1599,Chikka Tirupathi,1808.0,4.0,80.27,3.0,4439.712389380531
1600,Chikka Tirupathi,3297.0,3.0,135.0,3.0,4094.631483166515
1601,Chikka Tirupathi,3500.0,5.0,150.0,4.0,4285.714285714285
1602,Chikka Tirupathi,2646.0,3.0,99.0,3.0,3741.496598639456
1603,Chikka Tirupathi,2704.0,5.0,105.0,4.0,3883.1360946745563
1604,Chikka Tirupathi,2325.0,3.0,95.0,3.0,4086.021505376344
1605,Chikka Tirupathi,2325.0,4.0,120.0,4.0,5161.290322580645
1606,Chikka Tirupathi,3250.0,4.0,136.0,4.0,4184.615384615385
1607,Chikka Tirupathi,2665.0,5.0,125.0,4.0,4690.431519699812
1608,Chikkabanavar,950.0,2.0,40.0,2.0,4210.526315789473
1609,Chikkabanavar,1600.0,2.0,80.0,3.0,5000.0
1610,Chikkabanavar,600.0,1.0,25.0,2.0,4166.666666666667
1611,Chikkabanavar,2460.0,7.0,80.0,4.0,3252.032520325203
1612,Chikkabanavar,2400.0,4.0,97.0,5.0,4041.6666666666665
1613,Chikkabanavar,2000.0,4.0,65.0,5.0,3250.0
